   id,  t_abs,t_diff,  addr, rssi,  lane
 3163,   3593,   361, 65:02,  -55,   50
 3164,   3593,   406, 65:02,  -54,   50
 3165,   3594,   359, 65:02,  -53,   50
 3166,   3594,   386, 65:02,  -55,   50
 3167,   3595,   374, 65:02,  -54,   50
 3168,   3595,   380, 65:02,  -55,   50
 3169,   3596,   382, 65:02,  -54,   50
 3170,   3596,   381, 65:02,  -55,   50
 3171,   3597,   326, 65:02,  -54,   50
 3172,   3597,   389, 65:02,  -55,   50
 3173,   3598,   358, 65:02,  -55,   50
 3174,   3598,  1819, 65:02,  -55,   50
 3175,   3600,   379, 65:02,  -54,   50
 3176,   3600,   369, 65:02,  -55,   50
 3177,   3601,   368, 65:02,  -54,   50
 3178,   3601,   372, 65:02,  -55,   50
 3179,   3602,   386, 65:02,  -55,   50
 3180,   3602,   373, 65:02,  -54,   50
 3181,   3603,   386, 65:02,  -55,   50
 3182,   3603,   377, 65:02,  -55,   50
 3183,   3604,   378, 65:02,  -54,   50
 3184,   3604,   374, 65:02,  -55,   50
 3185,   3605,   329, 65:02,  -54,   50
 3186,   3605,   394, 65:02,  -55,   50
 3187,   3606,   364, 65:02,  -54,   50
 3188,   3606,   382, 65:02,  -55,   50
 3189,   3607,   377, 65:02,  -55,   50
 3190,   3607,   872, 65:02,  -54,   50
 3191,   3608,   362, 65:02,  -53,   50
 3192,   3609,   375, 65:02,  -54,   50
 3193,   3609,   377, 65:02,  -55,   50
 3194,   3610,   855, 65:02,  -54,   50
 3195,   3611,   374, 65:02,  -55,   50
 3196,   3611,   370, 65:02,  -55,   50
 3197,   3611,   387, 65:02,  -55,   50
 3198,   3612,   825, 65:02,  -55,   50
 3199,   3613,   314, 65:02,  -54,   50
 3200,   3613,   383, 65:02,  -55,   50
 3201,   3614,   360, 65:02,  -54,   50
 3202,   3614,   373, 65:02,  -55,   50
 3203,   3615,   370, 65:02,  -55,   50
 3204,   3615,   379, 65:02,  -54,   50
 3205,   3616,   374, 65:02,  -55,   50
 3206,   3616,   374, 65:02,  -55,   50
 3207,   3617,   856, 65:02,  -54,   50
 3208,   3618,   397, 65:02,  -55,   50
 3209,   3618,   351, 65:02,  -54,   50
 3210,   3619,   376, 65:02,  -55,   50
 3211,   3619,   367, 65:02,  -54,   50
 3212,   3620,   363, 65:02,  -55,   50
 3213,   3620,   324, 65:02,  -54,   50
 3214,   3621,   363, 65:02,  -55,   50
 3215,   3621,   363, 65:02,  -54,   50
 3216,   3622,   377, 65:02,  -54,   50
 3217,   3622,   844, 65:02,  -55,   50
 3218,   3623,  1341, 65:02,  -53,   50
 3219,   3624,   355, 65:02,  -55,   50
 3220,   3625,   397, 65:02,  -55,   50
 3221,   3625,   829, 65:02,  -55,   50
 3222,   3626,   359, 65:02,  -54,   50
 3223,   3627,   365, 65:02,  -54,   50
 3224,   3627,   373, 65:02,  -55,   50
 3225,   3628,   369, 65:02,  -55,   50
 3226,   3628,   369, 65:02,  -55,   50
 3227,   3629,   318, 65:02,  -54,   50
 3228,   3629,   377, 65:02,  -54,   50
 3229,   3630,   358, 65:02,  -54,   50
 3230,   3630,   364, 65:02,  -55,   50
 3231,   3631,   372, 65:02,  -55,   50
 3232,   3631,   372, 65:02,  -55,   50
 3233,   3632,   379, 65:02,  -55,   50
 3234,   3632,   357, 65:02,  -56,   50
 3235,   3633,   371, 65:02,  -55,   50
 3236,   3633,   370, 65:02,  -55,   50
 3237,   3634,   354, 65:02,  -55,   50
 3238,   3634,   363, 65:02,  -55,   50
 3239,   3635,   376, 65:02,  -54,   50
 3240,   3635,   363, 65:02,  -54,   50
 3241,   3636,   309, 65:02,  -55,   50
 3242,   3636,   367, 65:02,  -55,   50
 3243,   3636,   367, 65:02,  -54,   50
 3244,   3637,   355, 65:02,  -53,   50
 3245,   3637,   369, 65:02,  -53,   50
 3246,   3638,   843, 65:02,  -54,   50
 3247,   3639,   351, 65:02,  -53,   50
 3248,   3639,   848, 65:02,  -55,   50
 3249,   3640,   355, 65:02,  -54,   50
 3250,   3641,   366, 65:02,  -54,   50
 3251,   3641,   365, 65:02,  -54,   50
 3252,   3642,   364, 65:02,  -53,   50
 3253,   3642,   843, 65:02,  -55,   50
 3254,   3643,   843, 65:02,  -55,   50
 3255,   3644,   312, 65:02,  -53,   50
 3256,   3645,   362, 65:02,  -54,   50
 3257,   3645,   351, 65:02,  -54,   50
 3258,   3646,   364, 65:02,  -54,   50
 3259,   3646,   355, 65:02,  -53,   50
 3260,   3647,   869, 65:02,  -54,   50
 3261,   3648,   332, 65:02,  -54,   50
 3262,   3648,   358, 65:02,  -55,   50
 3263,   3648,   835, 65:02,  -61,   50
 3264,   3649,   352, 65:02,  -75,   50
 3265,   3650,   337, 65:02,  -83,   50
 3266,   3650,   379, 65:02,  -75,   50
 3267,   3651,   382, 65:02,  -74,   50
 3268,   3651,   380, 65:02,  -75,   50
 3269,   3652,   327, 65:02,  -73,   50
 3270,   3652,   382, 65:02,  -72,   50
 3271,   3653,   379, 65:02,  -70,   50
 3272,   3653,   389, 65:02,  -72,   50
 3273,   3654,   381, 65:02,  -71,   50
 3274,   3654,   377, 65:02,  -71,   50
 3275,   3655,   396, 65:02,  -71,   50
 3276,   3655,   367, 65:02,  -75,   50
 3277,   3656,   859, 65:02,  -69,   50
 3278,   3657,   375, 65:02,  -68,   50
 3279,   3657,   386, 65:02,  -70,   50
 3280,   3658,   372, 65:02,  -72,   50
 3281,   3658,   371, 65:02,  -75,   50
 3282,   3659,   379, 65:02,  -61,   50
 3283,   3659,   329, 65:02,  -78,   50
 3284,   3659,   375, 65:02,  -96,   50
 3285,   3660,   382, 65:02,  -82,   50
 3286,   3660,   374, 65:02,  -85,   50
 3287,   3661,   388, 65:02,  -73,   50
 3288,   3661,   374, 65:02,  -80,   50
 3289,   3662,   382, 65:02,  -79,   50
 3290,   3662,   380, 65:02,  -80,   50
 3291,   3663,   378, 65:02,  -69,   50
 3292,   3663,   378, 65:02,  -71,   50
 3293,   3664,   383, 65:02,  -65,   50
 3294,   3664,   367, 65:02,  -69,   50
 3295,   3665,   374, 65:02,  -68,   50
 3296,   3665,  1348, 65:02,  -70,   50
 3297,   3667,   312, 65:02,  -63,   50
 3298,   3667,  1338, 65:02,  -69,   50
 3299,   3669,   372, 65:02,  -68,   50
 3300,   3669,   372, 65:02,  -67,   50
 3301,   3670,   852, 65:02,  -66,   50
 3302,   3671,   353, 65:02,  -66,   50
 3303,   3671,   377, 65:02,  -68,   50
 3304,   3671,   376, 65:02,  -68,   50
 3305,   3672,   376, 65:02,  -69,   50
 3306,   3672,   370, 65:02,  -69,   50
 3307,   3673,   379, 65:02,  -68,   50
 3308,   3673,  1321, 65:02,  -65,   50
 3309,   3675,   370, 65:02,  -71,   50
 3310,   3675,   379, 65:02,  -70,   50
 3311,   3676,   318, 65:02,  -68,   50
 3312,   3676,   373, 65:02,  -71,   50
 3313,   3677,   861, 65:02,  -64,   50
 3314,   3678,   376, 65:02,  -69,   50
 3315,   3678,   374, 65:02,  -68,   50
 3316,   3679,   366, 65:02,  -67,   50
 3317,   3679,   373, 65:02,  -69,   50
 3318,   3680,   374, 65:02,  -75,   50
 3319,   3680,   376, 65:02,  -75,   50
 3320,   3681,   852, 65:02,  -96,   50
 3321,   3682,   368, 65:02,  -88,   50
 3322,   3682,   852, 65:02,  -97,   50
 3323,   3683,   369, 65:02,  -91,   50
 3324,   3683,   367, 65:02,  -98,   50
 3325,   3684,   326, 65:02,  -92,   50
 3326,   3684,   368, 65:02,  -88,   50
 3327,   3685,  1809, 65:02,  -91,   50
 3328,   3687,   867, 65:02,  -94,   50
 3329,   3688,  2753, 65:02,  -99,   50
 3330,   3691,   365, 65:02,  -97,   50
 3331,   3691,   375, 65:02, -100,   50
 3332,   3692,  1810, 65:02,  -99,   50
 3333,   3694,  1326, 65:02,  -95,   50
 3334,   3695,  1811, 65:02, -100,   50
 3335,   3697,  5005, xx:xx, -120,   50
 3336,   3702,   521, 65:02, -100,   50
 3337,   3703,  2284, 65:02,  -95,   50
 3338,   3705,  5010, xx:xx, -120,   50
 3339,   3710,  3320, 65:02,  -96,   50
 3340,   3714,  1334, 65:02,  -93,   50
 3341,   3715,  1821, 65:02,  -99,   50
 3342,   3717,  3702, 65:02,  -95,   51
 3343,   3721,   312, 65:02,  -99,   51
 3344,   3721,   848, 65:02,  -93,   51
 3345,   3722,  2307, 65:02,  -89,   51
 3346,   3725,  3706, 65:02,  -88,   51
 3347,   3729,   373, 65:02,  -84,   51
 3348,   3729,   352, 65:02,  -86,   51
 3349,   3730,   368, 65:02,  -99,   51
 3350,   3730,   366, 65:02,  -93,   51
 3351,   3731,   364, 65:02, -100,   51
 3352,   3731,   847, 65:02,  -89,   51
 3353,   3732,   786, 65:02,  -86,   51
 3354,   3733,  1807, 65:02,  -93,   51
 3355,   3735,  2290, 65:02, -100,   51
 3356,   3737,   344, 65:02,  -86,   51
 3357,   3738,   845, 65:02,  -93,   51
 3358,   3739,  1323, 65:02,  -90,   51
 3359,   3740,  1327, 65:02,  -93,   51
 3360,   3742,   356, 65:02, -101,   51
 3361,   3742,  1785, 65:02,  -99,   51
 3362,   3744,   350, 65:02,  -94,   51
 3363,   3744,  2285, 65:02,  -95,   51
 3364,   3747,  1335, 65:02,  -97,   51
 3365,   3748,   835, 65:02,  -97,   51
 3366,   3749,  2249, 65:02,  -96,   51
 3367,   3752,  5005, xx:xx, -120,   51
 3368,   3757,  1471, 65:02,  -96,   51
 3369,   3758,   390, 65:02,  -94,   51
 3370,   3759,  2294, 65:02,  -99,   51
 3371,   3761,  3736, 65:02,  -98,   51
 3372,   3765,  3737, 65:02, -100,   51
 3373,   3769,   863, 65:02,  -90,   51
 3374,   3770,  1822, 65:02,  -99,   51
 3375,   3772,   386, 65:02,  -98,   51
 3376,   3772,   378, 65:02,  -96,   52
 3377,   3773,  2243, 65:02,  -97,   52
 3378,   3775,   378, 65:02,  -94,   52
 3379,   3776,   380, 65:02,  -94,   52
 3380,   3776,   377, 65:02,  -89,   52
 3381,   3777,   315, 65:02,  -96,   52
 3382,   3777,  2296, 65:02,  -93,   52
 3383,   3779,   371, 65:02,  -91,   52
 3384,   3780,  2779, 65:02,  -94,   52
 3385,   3783,   379, 65:02,  -93,   52
 3386,   3783,   376, 65:02,  -87,   52
 3387,   3784,   380, 65:02,  -99,   52
 3388,   3784,   384, 65:02,  -93,   52
 3389,   3785,  2313, 65:02,  -92,   52
 3390,   3787,   354, 65:02,  -85,   52
 3391,   3788,   378, 65:02,  -86,   52
 3392,   3788,   384, 65:02,  -77,   52
 3393,   3789,   373, 65:02,  -81,   52
 3394,   3789,   395, 65:02,  -90,   52
 3395,   3790,   304, 65:02,  -80,   52
 3396,   3790,   376, 65:02,  -79,   52
 3397,   3791,   374, 65:02,  -82,   52
 3398,   3791,   380, 65:02,  -92,   52
 3399,   3791,   373, 65:02,  -80,   52
 3400,   3792,   372, 65:02,  -77,   52
 3401,   3792,   876, 65:02,  -85,   52
 3402,   3793,   365, 65:02,  -80,   52
 3403,   3794,   371, 65:02,  -76,   52
 3404,   3794,   377, 65:02,  -84,   52
 3405,   3795,   374, 65:02,  -87,   52
 3406,   3795,   371, 65:02,  -93,   52
 3407,   3796,   858, 65:02,  -80,   52
 3408,   3797,   351, 65:02,  -65,   52
 3409,   3797,   312, 65:02,  -74,   52
 3410,   3798,   378, 65:02,  -89,   52
 3411,   3798,  1331, 65:02,  -91,   52
 3412,   3800,   857, 65:02,  -88,   52
 3413,   3801,   387, 65:02,  -83,   52
 3414,   3801,   356, 65:02,  -81,   52
 3415,   3802,   365, 65:02,  -82,   52
 3416,   3802,   854, 65:02,  -94,   52
 3417,   3803,   372, 65:02,  -81,   52
 3418,   3803,   374, 65:02,  -89,   52
 3419,   3804,   370, 65:02,  -84,   52
 3420,   3804,   369, 65:02,  -84,   52
 3421,   3805,   379, 65:02,  -86,   52
 3422,   3805,   848, 65:02,  -81,   52
