   id,  t_abs,t_diff,  addr, rssi,  lane
 1963,   1978,   375, 65:02,  -68,   26
 1964,   1979,   378, 65:02,  -69,   26
 1965,   1979,   380, 65:02,  -67,   26
 1966,   1980,   381, 65:02,  -72,   26
 1967,   1980,   325, 65:02,  -81,   26
 1968,   1981,   370, 65:02,  -72,   26
 1969,   1981,   378, 65:02,  -69,   26
 1970,   1982,   381, 65:02,  -76,   26
 1971,   1982,   369, 65:02,  -71,   26
 1972,   1983,   379, 65:02,  -74,   26
 1973,   1983,   395, 65:02,  -75,   26
 1974,   1984,   362, 65:02,  -77,   26
 1975,   1984,   855, 65:02,  -69,   26
 1976,   1985,   366, 65:02,  -67,   26
 1977,   1986,   378, 65:02,  -66,   26
 1978,   1986,   371, 65:02,  -70,   26
 1979,   1987,   373, 65:02,  -67,   26
 1980,   1987,   373, 65:02,  -70,   26
 1981,   1988,   327, 65:02,  -69,   26
 1982,   1988,   843, 65:02,  -67,   26
 1983,   1989,   373, 65:02,  -66,   26
 1984,   1990,   873, 65:02,  -68,   26
 1985,   1990,   362, 65:02,  -66,   26
 1986,   1991,   371, 65:02,  -66,   26
 1987,   1991,   375, 65:02,  -66,   26
 1988,   1992,   372, 65:02,  -66,   26
 1989,   1992,   368, 65:02,  -66,   26
 1990,   1993,   364, 65:02,  -66,   26
 1991,   1993,   378, 65:02,  -66,   26
 1992,   1994,   848, 65:02,  -68,   26
 1993,   1995,   373, 65:02,  -69,   26
 1994,   1995,   372, 65:02,  -70,   26
 1995,   1996,   317, 65:02,  -74,   26
 1996,   1996,   372, 65:02,  -73,   26
 1997,   1997,   365, 65:02,  -72,   26
 1998,   1997,   375, 65:02,  -71,   26
 1999,   1998,   367, 65:02,  -72,   26
 2000,   1998,   377, 65:02,  -72,   26
 2001,   1999,   368, 65:02,  -68,   26
 2002,   1999,   372, 65:02,  -65,   26
 2003,   2000,   369, 65:02,  -61,   26
 2004,   2000,   372, 65:02,  -59,   26
 2005,   2001,   365, 65:02,  -62,   26
 2006,   2001,   856, 65:02,  -75,   26
 2007,   2002,   364, 65:02,  -72,   26
 2008,   2002,   369, 65:02, -100,   26
 2009,   2003,   311, 65:02, -100,   26
 2010,   2003,   372, 65:02,  -90,   26
 2011,   2004,   847, 65:02,  -89,   26
 2012,   2005,   848, 65:02,  -97,   26
 2013,   2006,   833, 65:02,  -97,   26
 2014,   2007,   366, 65:02,  -96,   26
 2015,   2007,   849, 65:02,  -98,   26
 2016,   2008,   368, 65:02,  -85,   26
 2017,   2009,   365, 65:02,  -93,   26
 2018,   2009,   361, 65:02,  -86,   26
 2019,   2010,   361, 65:02,  -95,   26
 2020,   2010,   367, 65:02,  -97,   26
 2021,   2011,  1821, 65:02,  -93,   26
 2022,   2013,  3236, 65:02,  -89,   26
 2023,   2016,   302, 65:02,  -99,   26
 2024,   2016,   375, 65:02,  -89,   26
 2025,   2017,   360, 65:02,  -92,   26
 2026,   2017,   366, 65:02,  -96,   26
 2027,   2018,  1326, 65:02, -100,   26
 2028,   2019,   358, 65:02,  -93,   26
 2029,   2020,   371, 65:02,  -91,   26
 2030,   2020,   848, 65:02,  -98,   26
 2031,   2021,  1799, 65:02,  -96,   26
 2032,   2023,   849, 65:02,  -98,   26
 2033,   2024,   855, 65:02, -100,   26
 2034,   2025,  1796, 65:02,  -88,   26
 2035,   2027,   364, 65:02,  -90,   26
 2036,   2027,  3702, 65:02,  -98,   26
 2037,   2031,   303, 65:02,  -98,   26
 2038,   2032,  1320, 65:02,  -94,   26
 2039,   2033,  3245, 65:02, -100,   26
 2040,   2037,  1804, 65:02,  -93,   26
 2041,   2038,  2785, 65:02,  -99,   27
 2042,   2041,   784, 65:02,  -95,   27
 2043,   2042,   879, 65:02,  -92,   27
 2044,   2043,   370, 65:02,  -98,   27
 2045,   2044,   861, 65:02,  -96,   27
 2046,   2045,   377, 65:02,  -95,   27
 2047,   2045,   865, 65:02,  -96,   27
 2048,   2046,  1345, 65:02,  -93,   27
 2049,   2048,   374, 65:02,  -91,   27
 2050,   2048,   386, 65:02,  -97,   27
 2051,   2049,   316, 65:02,  -91,   27
 2052,   2049,  1840, 65:02,  -95,   27
 2053,   2051,   356, 65:02,  -87,   27
 2054,   2051,   378, 65:02,  -96,   27
 2055,   2052,   360, 65:02,  -89,   27
 2056,   2052,   382, 65:02,  -87,   27
 2057,   2053,   380, 65:02,  -91,   27
 2058,   2053,  1349, 65:02,  -90,   27
 2059,   2055,   368, 65:02,  -85,   27
 2060,   2055,   377, 65:02,  -87,   27
 2061,   2056,  1340, 65:02,  -98,   27
 2062,   2057,   380, 65:02,  -77,   27
 2063,   2058,   857, 65:02,  -90,   27
 2064,   2059,   371, 65:02,  -88,   27
 2065,   2059,  1302, 65:02,  -94,   27
 2066,   2061,   360, 65:02,  -98,   27
 2067,   2061,   381, 65:02,  -97,   27
 2068,   2061,   381, 65:02,  -95,   27
 2069,   2062,  2302, 65:02,  -86,   27
 2070,   2064,   844, 65:02,  -84,   27
 2071,   2065,   860, 65:02,  -92,   27
 2072,   2066,  1816, 65:02,  -99,   27
 2073,   2068,   368, 65:02,  -96,   27
 2074,   2069,   385, 65:02,  -97,   27
 2075,   2069,   856, 65:02, -101,   27
 2076,   2070,  1306, 65:02,  -98,   27
 2077,   2072,   853, 65:02,  -97,   27
 2078,   2073,   373, 65:02,  -91,   27
 2079,   2073,  2253, 65:02,  -95,   27
 2080,   2075,  5004, xx:xx, -120,   27
 2081,   2081,    63, 65:02,  -97,   27
 2082,   2081,   371, 65:02, -100,   27
 2083,   2081,  5006, xx:xx, -120,   27
 2084,   2086,  2467, 65:02,  -92,   27
 2085,   2089,  3265, 65:02,  -97,   27
 2086,   2092,   352, 65:02,  -97,   27
 2087,   2093,  1327, 65:02,  -97,   27
 2088,   2094,  2299, 65:02,  -94,   27
 2089,   2097,   369, 65:02, -101,   27
 2090,   2097,   376, 65:02, -100,   27
 2091,   2098,  1818, 65:02,  -94,   27
 2092,   2099,   354, 65:02,  -94,   27
 2093,   2100,  3198, 65:02,  -96,   27
 2094,   2103,   377, 65:02,  -95,   27
 2095,   2104,   370, 65:02,  -95,   27
 2096,   2104,   378, 65:02,  -98,   28
 2097,   2105,   311, 65:02,  -93,   28
 2098,   2105,  1322, 65:02,  -97,   28
 2099,   2107,   370, 65:02,  -92,   28
 2100,   2107,   858, 65:02,  -96,   28
 2101,   2108,   849, 65:02,  -95,   28
 2102,   2109,   852, 65:02,  -99,   28
 2103,   2110,   355, 65:02,  -83,   28
 2104,   2110,   362, 65:02,  -83,   28
 2105,   2111,   372, 65:02,  -83,   28
 2106,   2111,   847, 65:02,  -74,   28
 2107,   2112,   318, 65:02,  -72,   28
 2108,   2113,   852, 65:02,  -91,   28
 2109,   2114,   375, 65:02,  -83,   28
 2110,   2114,   366, 65:02,  -87,   28
 2111,   2115,  1328, 65:02,  -99,   28
 2112,   2116,   357, 65:02,  -96,   28
 2113,   2117,   365, 65:02,  -90,   28
 2114,   2117,   368, 65:02,  -91,   28
 2115,   2118,  1820, 65:02,  -94,   28
 2116,   2120,   353, 65:02,  -97,   28
 2117,   2120,   849, 65:02,  -90,   28
 2118,   2121,   371, 65:02,  -97,   28
 2119,   2122,   362, 65:02,  -92,   28
 2120,   2122,  2286, 65:02,  -89,   28
 2121,   2124,   313, 65:02,  -93,   28
 2122,   2125,  1805, 65:02,  -97,   28
 2123,   2127,   369, 65:02,  -95,   28
 2124,   2127,   361, 65:02,  -91,   28
 2125,   2128,  3722, 65:02,  -96,   28
 2126,   2132,  3250, 65:02,  -94,   28
 2127,   2135,   348, 65:02,  -94,   28
 2128,   2135,   370, 65:02,  -93,   28
 2129,   2136,  2783, 65:02,  -96,   28
 2130,   2139,  5005, xx:xx, -120,   28
 2131,   2144,  3861, 65:02,  -95,   28
 2132,   2148,  3733, 65:02, -102,   28
 2133,   2152,   357, 65:02,  -93,   28
 2134,   2152,  2764, 65:02, -102,   28
 2135,   2155,  1274, 65:02,  -96,   28
 2136,   2157,  2779, 65:02,  -94,   29
 2137,   2160,   289, 65:02,  -93,   29
 2138,   2160,   357, 65:02,  -86,   29
 2139,   2160,   843, 65:02,  -92,   29
 2140,   2161,  1300, 65:02,  -96,   29
 2141,   2163,   382, 65:02,  -96,   29
 2142,   2163,   855, 65:02,  -88,   29
 2143,   2164,   391, 65:02,  -92,   29
 2144,   2165,   859, 65:02,  -90,   29
 2145,   2166,  1340, 65:02,  -91,   29
 2146,   2167,   371, 65:02,  -88,   29
 2147,   2168,   379, 65:02,  -92,   29
 2148,   2168,   379, 65:02,  -93,   29
 2149,   2169,   327, 65:02,  -97,   29
 2150,   2169,   382, 65:02,  -89,   29
 2151,   2169,   384, 65:02,  -85,   29
 2152,   2170,   378, 65:02,  -90,   29
 2153,   2170,   389, 65:02,  -92,   29
 2154,   2171,   356, 65:02,  -96,   29
 2155,   2171,  1342, 65:02,  -92,   29
 2156,   2173,   864, 65:02,  -92,   29
 2157,   2174,   380, 65:02,  -87,   29
 2158,   2174,  2296, 65:02,  -95,   29
 2159,   2177,   384, 65:02,  -95,   29
 2160,   2177,   381, 65:02,  -94,   29
 2161,   2178,   374, 65:02,  -92,   29
 2162,   2178,   379, 65:02,  -95,   29
 2163,   2179,   319, 65:02,  -91,   29
 2164,   2179,  1349, 65:02,  -96,   29
 2165,   2181,   369, 65:02,  -92,   29
 2166,   2181,   373, 65:02,  -90,   29
 2167,   2181,  1347, 65:02,  -95,   29
 2168,   2183,   372, 65:02,  -89,   29
 2169,   2183,   370, 65:02,  -91,   29
 2170,   2184,   860, 65:02,  -91,   29
 2171,   2185,  1334, 65:02,  -94,   29
 2172,   2186,   858, 65:02,  -91,   29
 2173,   2187,   379, 65:02,  -93,   29
 2174,   2188,  1335, 65:02,  -97,   29
 2175,   2189,   375, 65:02,  -91,   29
 2176,   2190,  1815, 65:02,  -98,   29
 2177,   2192,   315, 65:02,  -98,   29
 2178,   2192,   859, 65:02,  -96,   29
 2179,   2193,   841, 65:02,  -98,   29
 2180,   2194,  1812, 65:02,  -93,   29
 2181,   2196,  4698, 65:02,  -94,   29
 2182,   2201,  4209, 65:02,  -99,   29
 2183,   2205,  5005, xx:xx, -120,   29
 2184,   2210,  1021, 65:02,  -98,   29
 2185,   2211,  2773, 65:02,  -97,   29
 2186,   2214,   371, 65:02,  -92,   29
 2187,   2215,   376, 65:02,  -89,   29
 2188,   2215,  1828, 65:02,  -98,   29
 2189,   2217,   353, 65:02, -100,   29
 2190,   2218,   376, 65:02,  -95,   29
 2191,   2218,   313, 65:02,  -89,   29
 2192,   2218,   850, 65:02,  -92,   29
 2193,   2219,   381, 65:02,  -97,   29
 2194,   2220,   848, 65:02,  -95,   29
 2195,   2221,   839, 65:02,  -90,   29
 2196,   2222,   372, 65:02,  -92,   29
 2197,   2222,   358, 65:02,  -96,   29
 2198,   2223,   366, 65:02,  -76,   29
 2199,   2223,  3742, 65:02,  -82,   29
 2200,   2227,   358, 65:02,  -91,   29
 2201,   2228,   369, 65:02,  -86,   29
 2202,   2228,   370, 65:02,  -95,   29
 2203,   2229,   395, 65:02,  -89,   29
 2204,   2229,  1322, 65:02,  -98,   29
 2205,   2231,   797, 65:02, -101,   30
 2206,   2232,   283, 65:02,  -92,   30
 2207,   2232,   394, 65:02,  -91,   30
 2208,   2232,   354, 65:02,  -89,   30
 2209,   2233,  1316, 65:02,  -96,   30
 2210,   2234,   839, 65:02,  -99,   30
 2211,   2235,  2772, 65:02,  -97,   30
 2212,   2238,   846, 65:02,  -97,   30
 2213,   2239,   375, 65:02,  -96,   30
 2214,   2240,   359, 65:02, -100,   30
 2215,   2240,  1810, 65:02,  -96,   30
 2216,   2242,  2773, 65:02,  -94,   30
 2217,   2245,   357, 65:02,  -98,   30
 2218,   2245,   360, 65:02,  -99,   30
 2219,   2246,  5004, xx:xx, -120,   30
 2220,   2251,  5004, xx:xx, -120,   30
 2221,   2256,  1575, 65:02,  -91,   30
 2222,   2258,  2286, 65:02,  -94,   30
 2223,   2260,  3734, 65:02,  -97,   30
 2224,   2264,  1324, 65:02,  -99,   30
 2225,   2266,  2287, 65:02,  -95,   30
 2226,   2268,   832, 65:02,  -98,   30
 2227,   2269,   346, 65:02,  -98,   30
 2228,   2269,  2291, 65:02,  -95,   30
 2229,   2272,   366, 65:02,  -93,   30
 2230,   2272,   361, 65:02,  -93,   30
 2231,   2273,  1803, 65:02,  -94,   30
 2232,   2275,  1335, 65:02,  -96,   31
 2233,   2276,  1210, 65:02,  -88,   31
 2234,   2278,  1800, 65:02,  -98,   31
 2235,   2279,   845, 65:02,  -86,   31
 2236,   2280,  1798, 65:02,  -98,   31
 2237,   2282,   844, 65:02,  -95,   31
 2238,   2283,   350, 65:02,  -97,   31
 2239,   2284,   366, 65:02,  -97,   31
 2240,   2284,   354, 65:02,  -94,   31
 2241,   2285,  2288, 65:02,  -98,   31
 2242,   2287,   335, 65:02,  -89,   31
 2243,   2288,   380, 65:02,  -89,   31
 2244,   2288,  1821, 65:02,  -92,   31
 2245,   2290,   383, 65:02,  -95,   31
 2246,   2290,  1844, 65:02,  -99,   31
 2247,   2292,  2224, 65:02,  -93,   31
 2248,   2295,   380, 65:02,  -90,   31
 2249,   2295,  5004, xx:xx, -120,   31
 2250,   2300,  1047, 65:02, -104,   31
 2251,   2302,  1339, 65:02,  -95,   31
 2252,   2303,   381, 65:02,  -97,   31
 2253,   2303,  1823, 65:02,  -98,   31
 2254,   2305,   377, 65:02, -103,   31
 2255,   2306,  1340, 65:02,  -96,   31
 2256,   2307,  2789, 65:02, -101,   31
 2257,   2310,  5006, xx:xx, -120,   31
 2258,   2315,  4855, 65:02, -101,   31
 2259,   2320,  2293, 65:02,  -88,   31
 2260,   2323,  2288, 65:02,  -97,   31
 2261,   2325,   314, 65:02,  -93,   31
 2262,   2326,  2303, 65:02,  -94,   31
 2263,   2328,   372, 65:02,  -99,   31
 2264,   2328,   380, 65:02,  -95,   31
 2265,   2329,   857, 65:02,  -98,   31
 2266,   2330,  1818, 65:02, -101,   31
 2267,   2332,   378, 65:02, -100,   31
 2268,   2332,   374, 65:02,  -94,   31
 2269,   2333,   383, 65:02,  -96,   31
 2270,   2333,  2775, 65:02,  -91,   32
 2271,   2336,   302, 65:02,  -87,   32
 2272,   2337,   858, 65:02,  -92,   32
 2273,   2338,  1338, 65:02,  -98,   32
 2274,   2339,   379, 65:02,  -92,   32
 2275,   2339,   320, 65:02,  -86,   32
 2276,   2340,   375, 65:02,  -88,   32
 2277,   2340,   380, 65:02,  -99,   32
 2278,   2341,  2776, 65:02,  -93,   32
 2279,   2344,   863, 65:02,  -96,   32
 2280,   2345,   369, 65:02,  -91,   32
 2281,   2345,  2304, 65:02,  -90,   32
 2282,   2348,   372, 65:02,  -86,   32
 2283,   2348,  3248, 65:02,  -94,   32
 2284,   2351,   382, 65:02,  -94,   32
 2285,   2352,  2770, 65:02, -101,   32
 2286,   2355,  4693, 65:02,  -96,   32
 2287,   2360,  2302, 65:02,  -94,   32
 2288,   2362,   855, 65:02,  -90,   32
 2289,   2363,  3675, 65:02,  -98,   32
 2290,   2367,  2284, 65:02, -100,   32
 2291,   2369,   382, 65:02,  -94,   32
 2292,   2370,   377, 65:02,  -97,   32
 2293,   2370,  5004, xx:xx, -120,   32
 2294,   2375,  5005, xx:xx, -120,   32
 2295,   2380,   219, 65:02, -100,   32
 2296,   2381,   855, 65:02,  -98,   32
 2297,   2382,  2789, 65:02, -100,   32
 2298,   2385,  4200, 65:02,  -99,   32
 2299,   2389,  2282, 65:02,  -95,   32
 2300,   2391,  2774, 65:02,  -91,   33
 2301,   2394,   774, 65:02,  -84,   33
 2302,   2395,   364, 65:02,  -98,   33
 2303,   2396,   313, 65:02, -101,   33
 2304,   2396,  1330, 65:02,  -99,   33
 2305,   2398,   356, 65:02,  -90,   33
 2306,   2398,   368, 65:02,  -82,   33
 2307,   2398,  1331, 65:02, -100,   33
 2308,   2400,   370, 65:02,  -91,   33
 2309,   2400,   844, 65:02,  -77,   33
 2310,   2401,  1335, 65:02,  -88,   33
 2311,   2403,  1344, 65:02,  -87,   33
 2312,   2404,   837, 65:02,  -98,   33
 2313,   2405,  2781, 65:02,  -89,   33
 2314,   2408,   356, 65:02,  -96,   33
 2315,   2409,   364, 65:02,  -91,   33
 2316,   2409,  1829, 65:02,  -93,   33
 2317,   2411,   302, 65:02,  -94,   33
 2318,   2411,  3707, 65:02,  -97,   33
 2319,   2415,  3250, 65:02,  -96,   33
 2320,   2419,  2770, 65:02, -100,   33
 2321,   2422,  4707, 65:02,  -95,   33
 2322,   2426,  5004, xx:xx, -120,   33
 2323,   2431,  5004, xx:xx, -120,   33
 2324,   2437,   205, 65:02,  -98,   33
 2325,   2437,  4196, 65:02,  -97,   33
 2326,   2441,  3265, 65:02,  -92,   33
 2327,   2445,   827, 65:02,  -96,   33
 2328,   2446,   831, 65:02, -102,   33
 2329,   2446,  1318, 65:02,  -97,   33
 2330,   2448,   361, 65:02,  -95,   33
 2331,   2448,   306, 65:02,  -94,   33
 2332,   2449,   370, 65:02,  -89,   33
 2333,   2449,  2753, 65:02,  -91,   33
 2334,   2452,   846, 65:02,  -97,   33
 2335,   2453,   364, 65:02,  -95,   33
 2336,   2454,   367, 65:02,  -95,   33
 2337,   2454,  1800, 65:02,  -99,   33
 2338,   2456,   854, 65:02,  -88,   33
 2339,   2457,   839, 65:02,  -96,   33
 2340,   2458,   349, 65:02,  -88,   33
 2341,   2458,   363, 65:02,  -85,   33
 2342,   2459,   368, 65:02,  -95,   33
 2343,   2459,   358, 65:02,  -94,   33
 2344,   2460,   366, 65:02,  -94,   33
 2345,   2460,  1245, 65:02,  -97,   34
 2346,   2462,   307, 65:02,  -92,   34
 2347,   2462,   860, 65:02,  -94,   34
 2348,   2463,   385, 65:02,  -84,   34
 2349,   2464,  1820, 65:02,  -99,   34
 2350,   2466,   862, 65:02,  -93,   34
 2351,   2467,  5008, xx:xx, -120,   34
 2352,   2472,  1517, 65:02,  -94,   34
 2353,   2473,   860, 65:02,  -98,   34
 2354,   2474,  3743, 65:02,  -96,   34
 2355,   2478,   856, 65:02,  -97,   34
 2356,   2479,  2773, 65:02,  -97,   34
 2357,   2482,   860, 65:02,  -94,   34
 2358,   2483,  5004, xx:xx, -120,   34
 2359,   2488,   483, 65:02, -100,   34
 2360,   2489,   388, 65:02,  -97,   34
 2361,   2489,  4214, 65:02,  -92,   34
 2362,   2494,  2296, 65:02,  -96,   34
 2363,   2496,  1829, 65:02,  -97,   34
 2364,   2498,  1812, 65:02,  -98,   34
 2365,   2500,   859, 65:02,  -92,   34
 2366,   2501,  3752, 65:02, -100,   34
 2367,   2505,   855, 65:02,  -88,   34
 2368,   2506,  1816, 65:02,  -94,   34
 2369,   2507,   383, 65:02,  -91,   34
 2370,   2508,   376, 65:02,  -87,   34
 2371,   2508,  1816, 65:02,  -99,   34
 2372,   2510,   381, 65:02,  -95,   34
 2373,   2511,   798, 65:02,  -96,   34
 2374,   2512,   855, 65:02,  -97,   34
 2375,   2513,   388, 65:02,  -96,   34
 2376,   2513,  1330, 65:02,  -95,   34
 2377,   2515,   372, 65:02,  -88,   34
 2378,   2515,   382, 65:02,  -87,   34
 2379,   2516,   378, 65:02,  -84,   34
 2380,   2516,   377, 65:02,  -95,   34
 2381,   2517,   848, 65:02,  -93,   34
 2382,   2518,  1346, 65:02,  -95,   34
 2383,   2519,  1316, 65:02, -103,   34
 2384,   2520,   379, 65:02,  -87,   35
 2385,   2521,   316, 65:02,  -94,   35
 2386,   2521,  2786, 65:02,  -97,   35
 2387,   2524,   783, 65:02,  -98,   35
 2388,   2525,  1339, 65:02, -100,   35
 2389,   2527,  2293, 65:02,  -99,   35
 2390,   2529,  2781, 65:02,  -95,   35
 2391,   2532,   848, 65:02,  -95,   35
 2392,   2533,  2763, 65:02, -102,   35
 2393,   2536,   377, 65:02,  -95,   35
 2394,   2536,  4208, 65:02,  -99,   35
 2395,   2541,  2773, 65:02, -100,   35
 2396,   2543,  3728, 65:02,  -99,   35
 2397,   2547,  5004, xx:xx, -120,   35
 2398,   2552,  5004, xx:xx, -120,   35
 2399,   2558,   709, 65:02,  -96,   35
 2400,   2558,   370, 65:02,  -95,   35
 2401,   2559,   318, 65:02,  -90,   35
 2402,   2559,  5005, xx:xx, -120,   35
 2403,   2564,   546, 65:02,  -95,   35
 2404,   2565,  3247, 65:02,  -95,   35
 2405,   2568,  2291, 65:02, -100,   35
 2406,   2571,   372, 65:02,  -93,   35
 2407,   2571,   849, 65:02,  -92,   35
 2408,   2572,  2284, 65:02,  -95,   35
 2409,   2575,   870, 65:02,  -86,   35
 2410,   2576,   353, 65:02,  -85,   35
 2411,   2576,  1332, 65:02,  -89,   35
 2412,   2578,  1809, 65:02,  -89,   35
 2413,   2579,   350, 65:02,  -95,   35
 2414,   2580,   378, 65:02,  -88,   36
 2415,   2581,  1703, 65:02,  -95,   36
 2416,   2582,   830, 65:02,  -99,   36
 2417,   2583,  1337, 65:02, -101,   36
 2418,   2585,  1319, 65:02, -102,   36
 2419,   2586,   358, 65:02, -100,   36
 2420,   2587,   355, 65:02,  -94,   36
 2421,   2587,   362, 65:02,  -98,   36
 2422,   2588,  4690, 65:02,  -96,   36
 2423,   2592,  1808, 65:02,  -93,   36
 2424,   2594,   366, 65:02,  -96,   36
 2425,   2595,  2760, 65:02,  -93,   36
 2426,   2598,  4233, 65:02,  -96,   36
 2427,   2602,  5005, xx:xx, -120,   36
 2428,   2607,   513, 65:02,  -98,   36
 2429,   2608,  2719, 65:02,  -94,   36
 2430,   2611,  4676, 65:02,  -91,   36
 2431,   2615,  2285, 65:02,  -97,   36
 2432,   2618,   362, 65:02,  -97,   36
 2433,   2618,  4227, 65:02,  -97,   36
 2434,   2623,  2746, 65:02,  -95,   36
 2435,   2626,  2286, 65:02, -101,   36
 2436,   2628,  4208, 65:02,  -98,   36
 2437,   2632,   359, 65:02,  -94,   36
 2438,   2633,   361, 65:02,  -88,   36
 2439,   2633,   842, 65:02,  -95,   36
 2440,   2634,   836, 65:02,  -99,   36
 2441,   2635,  1314, 65:02,  -87,   37
 2442,   2637,   280, 65:02,  -93,   37
 2443,   2637,   310, 65:02,  -91,   37
 2444,   2638,   369, 65:02,  -94,   37
 2445,   2638,  1325, 65:02,  -92,   37
 2446,   2639,   359, 65:02,  -93,   37
 2447,   2640,   808, 65:02,  -85,   37
 2448,   2641,  3281, 65:02,  -93,   37
 2449,   2644,   360, 65:02, -104,   37
 2450,   2645,  2306, 65:02, -100,   37
 2451,   2647,   379, 65:02,  -96,   37
 2452,   2648,  2785, 65:02,  -99,   37
 2453,   2650,   383, 65:02,  -96,   37
 2454,   2651,   843, 65:02, -100,   37
 2455,   2652,  3271, 65:02,  -94,   37
 2456,   2655,  5005, xx:xx, -120,   37
 2457,   2660,  1942, 65:02,  -96,   37
 2458,   2662,   384, 65:02,  -99,   37
 2459,   2663,  5004, xx:xx, -120,   37
 2460,   2668,  3434, 65:02,  -97,   37
 2461,   2672,  1822, 65:02,  -93,   37
 2462,   2674,  1819, 65:02,  -96,   37
 2463,   2675,  2299, 65:02,  -92,   37
 2464,   2678,   383, 65:02,  -89,   37
 2465,   2678,  5005, xx:xx, -120,   37
 2466,   2683,  1036, 65:02,  -92,   37
 2467,   2685,   381, 65:02,  -93,   37
 2468,   2685,   381, 65:02,  -90,   37
 2469,   2686,  2315, 65:02,  -99,   37
 2470,   2688,   358, 65:02,  -94,   37
 2471,   2688,   321, 65:02,  -97,   37
 2472,   2689,   867, 65:02,  -98,   37
 2473,   2690,   371, 65:02,  -93,   37
 2474,   2690,  1820, 65:02,  -96,   37
 2475,   2692,   386, 65:02,  -91,   37
 2476,   2693,   366, 65:02,  -97,   37
 2477,   2693,   369, 65:02,  -98,   37
 2478,   2694,   861, 65:02,  -82,   37
 2479,   2695,   380, 65:02,  -94,   37
 2480,   2695,   372, 65:02,  -97,   37
 2481,   2696,   378, 65:02,  -89,   37
 2482,   2696,   860, 65:02,  -91,   37
 2483,   2697,  2293, 65:02,  -92,   37
 2484,   2699,   858, 65:02,  -89,   38
 2485,   2701,  2178, 65:02,  -94,   38
 2486,   2703,   852, 65:02,  -96,   38
 2487,   2704,   868, 65:02,  -94,   38
 2488,   2705,  1322, 65:02, -102,   38
 2489,   2706,   357, 65:02,  -95,   38
 2490,   2707,   368, 65:02,  -98,   38
 2491,   2707,   377, 65:02,  -94,   38
 2492,   2708,  5004, xx:xx, -120,   38
 2493,   2713,   567, 65:02,  -99,   38
 2494,   2713,  5004, xx:xx, -120,   38
 2495,   2718,    47, 65:02,  -96,   38
 2496,   2719,  2777, 65:02,  -99,   38
 2497,   2722,  4199, 65:02,  -97,   38
 2498,   2726,  3737, 65:02,  -98,   38
 2499,   2730,   317, 65:02,  -95,   38
 2500,   2730,  5007, xx:xx, -120,   38
 2501,   2735,  1012, 65:02, -100,   38
 2502,   2736,   371, 65:02, -100,   38
 2503,   2737,   355, 65:02,  -98,   38
 2504,   2737,   371, 65:02,  -99,   38
 2505,   2738,  2297, 65:02,  -95,   38
 2506,   2740,  3728, 65:02,  -94,   38
 2507,   2744,   373, 65:02,  -89,   38
 2508,   2745,   390, 65:02,  -89,   38
 2509,   2745,  2759, 65:02,  -96,   38
 2510,   2748,   826, 65:02,  -89,   38
 2511,   2749,   850, 65:02,  -94,   38
 2512,   2750,  1823, 65:02,  -93,   38
 2513,   2752,   298, 65:02,  -86,   38
 2514,   2752,   378, 65:02,  -86,   38
 2515,   2753,   856, 65:02,  -93,   38
 2516,   2754,  1813, 65:02,  -96,   38
 2517,   2756,  1319, 65:02,  -87,   38
 2518,   2757,   365, 65:02,  -90,   38
 2519,   2758,   361, 65:02,  -83,   38
 2520,   2758,  1337, 65:02,  -87,   38
 2521,   2759,   348, 65:02,  -97,   38
 2522,   2760,   850, 65:02,  -91,   38
 2523,   2761,  1808, 65:02, -100,   38
 2524,   2763,   374, 65:02,  -91,   38
 2525,   2763,   369, 65:02,  -98,   38
 2526,   2764,  3240, 65:02, -101,   38
 2527,   2767,   305, 65:02,  -91,   38
 2528,   2768,  3743, 65:02,  -99,   38
 2529,   2771,  3237, 65:02,  -95,   38
 2530,   2775,   352, 65:02,  -90,   38
 2531,   2775,  5006, xx:xx, -120,   39
 2532,   2780,  5005, xx:xx, -120,   39
 2533,   2786,  2561, 65:02,  -97,   39
 2534,   2788,   822, 65:02,  -97,   39
 2535,   2789,  5008, xx:xx, -120,   39
 2536,   2794,  5010, xx:xx, -120,   39
 2537,   2799,  1148, 65:02,  -95,   39
 2538,   2801,   384, 65:02, -103,   39
 2539,   2801,  1782, 65:02,  -99,   39
 2540,   2803,   856, 65:02,  -91,   39
 2541,   2804,   291, 65:02,  -90,   39
 2542,   2805,  2308, 65:02,  -96,   39
 2543,   2807,   825, 65:02,  -94,   39
 2544,   2808,   357, 65:02,  -97,   39
 2545,   2808,   853, 65:02,  -92,   39
 2546,   2809,  1330, 65:02, -102,   39
 2547,   2811,   351, 65:02,  -89,   39
 2548,   2811,   364, 65:02,  -81,   39
 2549,   2812,  2246, 65:02,  -95,   39
 2550,   2814,   377, 65:02,  -91,   39
 2551,   2815,   402, 65:02,  -95,   39
 2552,   2815,   369, 65:02,  -80,   39
 2553,   2816,   864, 65:02,  -94,   39
 2554,   2817,   378, 65:02,  -81,   39
 2555,   2817,  1308, 65:02,  -97,   39
 2556,   2819,   365, 65:02,  -87,   39
 2557,   2819,   383, 65:02,  -88,   39
 2558,   2819,   371, 65:02,  -85,   39
 2559,   2820,  3743, 65:02,  -91,   39
 2560,   2824,   382, 65:02,  -92,   39
 2561,   2824,  2306, 65:02,  -94,   39
